hotelName,reviewAverage,userReview
大曲シティホテル,2.38,簡易シャワーとは書いてあったがトイレにシャワーが付いているなかなかすごい部屋も古いなるべく安く泊まりたいならよいのでは　2023-10-11 18:08:04投稿
